name,artist,release_date,length (minutes),popularity,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,hit
Five Long Years,Colin James,1988,4.64,39,0.568,0.121,0.877,0.000173,11,0.0874,-9.506,0.0339,137.311,4,0.585,0
The Last Worthless Evening,Don Henley,1989,6.04,36,0.729,0.199,0.499,0.0,5,0.0387,-11.326,0.0259,100.003,4,0.435,0
"There, There",Radiohead,2003,5.39,58,0.614,0.0193,0.677,0.518,9,0.108,-8.317,0.0323,126.477,4,0.717,1
Let Down - Live,Dead By Sunrise,2009,4.08,22,0.455,0.2,0.74,0.0,4,0.673,-5.174,0.0508,149.972,4,0.399,0
No One to Depend On,Santana,1971,5.52,44,0.576,0.05,0.687,0.0199,0,0.129,-10.941,0.0391,111.034,4,0.73,0
Not Falling,Mudvayne,2002,4.07,51,0.438,2.93e-05,0.984,0.0745,8,0.0573,-5.012,0.142,129.924,4,0.321,0
Nirvana,Elemeno P,2003,2.49,23,0.528,0.000526,0.969,0.0,4,0.173,-4.161,0.0752,140.119,4,0.509,0
Spaceman Remix,Bif Naked,2008,4.02,33,0.693,0.124,0.748,0.00048,7,0.54,-8.175,0.0311,132.071,4,0.844,0
St. Stephen - 2013 Remaster,Grateful Dead,1969,4.46,45,0.394,0.552,0.366,9.3e-06,9,0.0991,-12.883,0.0472,91.259,4,0.549,0
Silver Lining,Garfunkel and Oates,2012,1.83,21,0.708,0.795,0.185,0.0,7,0.121,-11.806,0.0371,148.64,4,0.791,0
Helen Wheels,Paul McCartney,2001,3.75,32,0.401,0.00625,0.824,0.00278,9,0.344,-5.421,0.0356,146.125,4,0.659,0
Flaws,Bastille,2013,3.65,50,0.57,0.405,0.657,1.86e-06,8,0.0723,-6.987,0.0356,144.247,4,0.41,0
I'm In You,Peter Frampton,1977,4.17,46,0.33,0.147,0.494,4.94e-06,0,0.137,-7.16,0.0278,98.478,4,0.143,0
High School Confidential,Jerry Lee Lewis,2013,2.49,31,0.629,0.748,0.87,0.0,10,0.238,-7.966,0.0406,92.495,4,0.966,0
Sweet Fire Of Love,Robbie Robertson,1987,5.28,27,0.586,0.123,0.639,9.1e-05,4,0.0656,-14.142,0.0419,119.98,4,0.6,0
Try (Just a Little Bit Harder),Janis Joplin,2009,3.92,47,0.622,0.351,0.862,0.018,11,0.102,-10.116,0.1,110.433,4,0.471,0
Wheels,Foo Fighters,2009,4.64,63,0.426,0.000495,0.792,5.1e-06,9,0.142,-4.709,0.0374,161.994,4,0.557,1
Tear Away,Drowning Pool,2001,4.24,62,0.611,0.00055,0.648,0.0028,0,0.0846,-4.579,0.0441,132.983,4,0.457,1
Closer To The Edge,Thirty Seconds To Mars,2009,4.56,58,0.502,0.0101,0.948,4.49e-06,6,0.0809,-3.717,0.12,139.979,4,0.102,1
(Wish I Could Fly Like) Superman,The Kinks,1979,3.62,41,0.773,0.0435,0.683,4.48e-05,1,0.0706,-11.069,0.0503,123.453,4,0.952,0
Jingo,Santana,1969,4.35,45,0.491,0.406,0.482,0.661,7,0.172,-14.478,0.0641,126.797,4,0.593,0
Bartender,(Hed) P.E.,1997,4.01,49,0.666,0.00219,0.793,3.49e-06,6,0.0799,-6.028,0.0647,96.047,4,0.454,0
Seven Seas Blues,Monster Truck,2011,3.73,34,0.24,0.00309,0.808,1.87e-06,2,0.394,-4.926,0.0666,92.853,3,0.238,0
Call the Doctor,Black River Drive,2014,3.6,12,0.51,9.78e-05,0.833,0.00262,11,0.102,-6.207,0.0414,149.947,4,0.373,0
Far Away Eyes - Remastered,The Rolling Stones,1978,4.4,45,0.667,0.504,0.605,0.014,5,0.246,-5.683,0.0258,94.346,4,0.69,0
You Had Time,Ani DiFranco,1994,5.82,36,0.51,0.978,0.07,0.00892,6,0.0879,-22.532,0.0414,85.974,4,0.224,0
Fanfare for the Common Man - Single Edit,"Emerson, Lake & Palmer",1994,2.99,48,0.376,0.415,0.439,0.832,0,0.132,-14.444,0.0313,74.461,4,0.262,0
Tremor Christ - Remastered,Pearl Jam,1994,4.18,41,0.546,0.0229,0.727,0.00616,1,0.102,-7.361,0.025,77.746,4,0.598,0
Take It On Faith,Matt Mays,2012,4.45,39,0.379,0.000196,0.862,0.0382,9,0.0609,-5.751,0.047,128.491,4,0.404,0
Radioactive,Kings of Leon,2010,3.44,60,0.408,0.00877,0.925,0.000454,5,0.12,-4.88,0.0533,126.405,4,0.361,1
Head over Feet - Live / Unplugged,Alanis Morissette,1999,4.38,54,0.421,0.0688,0.734,0.0,0,0.974,-8.692,0.0511,168.772,4,0.34,1
Midlife Crisis,Faith No More,1992,4.33,59,0.669,0.00113,0.656,0.000252,9,0.0989,-10.549,0.0413,108.098,4,0.464,1
Between Angels And Insects,Papa Roach,2001,3.91,65,0.519,0.000207,0.961,0.000419,2,0.195,-3.214,0.0642,93.466,4,0.344,1
Eyes Of The Insane,Slayer,2006,3.38,37,0.532,2.43e-05,0.997,0.643,6,0.131,-1.271,0.0885,131.955,4,0.206,0
It Don't Come Easy,Ringo Starr,1973,3.07,54,0.609,0.0396,0.624,0.000168,7,0.277,-11.717,0.0292,123.191,4,0.691,1
Free,Vast,2000,3.12,28,0.449,1.55e-05,0.765,0.0486,4,0.369,-7.632,0.0349,90.151,4,0.423,0
Little Willy,Sweet,2010,3.2,44,0.662,0.332,0.772,1.22e-06,11,0.314,-7.135,0.0356,127.025,4,0.914,0
This Love,Bad Company,1986,4.11,18,0.539,0.0411,0.525,9.72e-06,5,0.301,-12.203,0.0249,104.956,4,0.903,0
Sir Duke,Stevie Wonder,1976,3.9,0,0.576,0.16,0.579,0.0,6,0.0777,-9.628,0.0769,106.978,4,0.947,0
Disposable Teens,Marilyn Manson,2000,3.03,56,0.3,5.32e-05,0.956,0.0161,10,0.532,-5.016,0.185,134.083,4,0.271,1
Blue Bayou,Linda Ronstadt,1977,3.99,64,0.732,0.739,0.161,0.000379,11,0.105,-12.817,0.0306,95.21,4,0.5,1
Flowing,Lucas Delphy,2020,2.19,61,0.2,0.896,0.138,0.929,0,0.207,-20.417,0.0301,71.631,4,0.138,1
Hot Hot Hot!!!,The Cure,1987,3.57,34,0.745,0.244,0.907,0.000288,9,0.0502,-5.306,0.0347,112.125,4,0.811,0
Get Up,Sleater-Kinney,1999,3.77,26,0.508,0.00319,0.929,7.24e-05,4,0.095,-4.173,0.0353,142.599,4,0.653,0
Love Hurts,Roy Orbison,1962,2.45,44,0.496,0.752,0.263,2.4e-05,10,0.348,-10.532,0.0241,84.463,4,0.375,0
The Lost Art Of Keeping A Secret,Queens of the Stone Age,2010,3.6,54,0.549,0.0655,0.79,0.0118,1,0.691,-4.781,0.0343,110.79,4,0.43,1
Don't Fight It,Red Rider,1980,4.34,25,0.516,0.124,0.724,2.75e-06,0,0.154,-10.114,0.06,151.704,4,0.637,0
Both Sides Now,Judy Collins,2001,3.26,46,0.352,0.413,0.3,0.0,8,0.1,-9.282,0.0301,58.686,4,0.295,0
I Hate My Generation,Cracker,1996,2.95,21,0.564,0.000149,0.947,0.000105,7,0.372,-4.097,0.0545,123.767,4,0.524,0
Getting In Tune,The Who,1971,4.81,41,0.369,0.124,0.759,0.0143,0,0.108,-8.304,0.0602,139.65,4,0.555,0
Forever Tuesday Morning,The Mockers,2012,3.69,33,0.582,0.0926,0.745,7.47e-06,10,0.202,-6.356,0.069,150.459,4,0.838,0
Veteran of the Psychic Wars,Blue Öyster Cult,1981,4.83,49,0.453,0.162,0.776,3.81e-05,0,0.349,-9.937,0.0432,85.992,4,0.568,0
Keep Talking,Pink Floyd,1994,6.18,50,0.496,0.188,0.771,0.00929,4,0.0788,-11.938,0.0528,100.298,4,0.24,0
Bigger Than Us,White Lies,2010,4.76,20,0.319,8.93e-05,0.903,0.00409,11,0.0776,-5.395,0.046,142.672,4,0.322,0
Disappear,Hoobastank,2003,5.1,42,0.411,0.0187,0.817,1.26e-05,7,0.069,-4.994,0.0379,152.018,4,0.233,0
All Those Years Ago - Remastered 2004,George Harrison,1981,3.79,54,0.555,0.137,0.639,1.99e-05,2,0.0733,-6.832,0.033,125.77,4,0.518,1
Hands Down,Dashboard Confessional,2003,3.11,62,0.463,0.013,0.827,2.41e-05,3,0.0964,-4.085,0.0437,94.035,4,0.26,1
Take It On The Run - Remastered,REO Speedwagon,2019,4.5,7,0.348,0.0384,0.747,0.0,7,0.958,-11.664,0.0689,76.475,4,0.492,0
Another Perfect Day,American Hi-Fi,2001,3.64,32,0.335,0.0238,0.729,0.0,11,0.132,-3.369,0.0441,174.126,4,0.281,0
Dope Nose,Weezer,2002,2.29,44,0.416,0.000336,0.724,0.0788,10,0.247,-4.87,0.0512,127.357,4,0.819,0
Life Won't Wait,Ozzy Osbourne,2010,5.11,39,0.466,0.00216,0.657,5.5e-06,6,0.223,-4.356,0.0355,85.961,4,0.369,0
All That I've Got,Various Artists,2020,3.84,3,0.339,0.00304,0.853,0.0,7,0.154,-4.527,0.0508,177.982,4,0.422,0
Nothing's Gonna Change My Love For You,Glenn Medeiros,1986,3.86,64,0.449,0.568,0.425,1.57e-06,1,0.0553,-13.208,0.0372,141.869,4,0.39,1
Show Me The Way,Styx,1990,4.62,48,0.245,0.215,0.433,7.76e-06,6,0.092,-9.537,0.0365,157.416,3,0.165,0
Don't Bring Me Down (Bonus Track),The Animals,1966,3.28,35,0.53,0.357,0.789,0.0836,10,0.121,-5.662,0.046,116.82,4,0.784,0
Alive With the Glory of Love,Say Anything,2005,4.25,58,0.338,0.0111,0.93,0.0,9,0.172,-4.619,0.131,203.101,4,0.589,1
Lost in You,Three Days Grace,2009,3.88,57,0.434,0.0199,0.868,0.0,9,0.162,-3.503,0.0366,162.969,5,0.366,1
Lithium,Evanescence,2006,3.74,62,0.483,0.214,0.631,0.0,10,0.0974,-3.826,0.0356,117.988,4,0.212,1
Get Stoned,Hinder,2005,3.64,47,0.448,0.000417,0.933,0.000454,7,0.219,-4.082,0.0421,75.991,4,0.505,0
Cold Contagious - Remastered,Bush,1996,6.0,32,0.464,0.000653,0.528,0.000687,0,0.312,-6.399,0.0303,129.912,4,0.0978,0
Go To Sleep,Radiohead,2003,3.36,50,0.288,0.103,0.86,0.000399,2,0.102,-6.311,0.0393,161.194,4,0.66,0
Tin Soldier,Streetheart,2019,3.16,14,0.406,0.163,0.758,0.0,9,0.0605,-5.03,0.0311,119.851,4,0.44,0
Black Jesus,Everlast,2000,4.69,48,0.739,0.118,0.701,0.0,11,0.179,-6.516,0.0831,144.024,4,0.594,0
Venus And Mars / Rock Show / Jet - Live / Remastered,Paul McCartney,1976,10.35,32,0.331,0.0887,0.733,0.00174,2,0.947,-8.671,0.0468,128.512,4,0.38,0
California - Demo,Phantom Planet,2001,3.26,42,0.394,0.0284,0.743,4.9e-06,9,0.0826,-3.227,0.0305,78.508,4,0.188,0
Everybody Wants You - Remastered 1995,Billy Squier,1995,3.79,34,0.531,0.263,0.894,0.000148,7,0.0776,-9.687,0.0553,131.781,4,0.946,0
Give It a Whirl - Live at Acropolis,Sivert Høyem,2017,5.68,18,0.263,0.0136,0.795,0.176,9,0.957,-9.437,0.0607,138.386,4,0.179,0
Amazing Journey,The Who,1969,5.07,35,0.437,0.0197,0.649,0.00258,9,0.124,-10.262,0.0562,131.231,4,0.362,0
Dirty Creature,Split Enz,1982,4.04,23,0.613,0.104,0.644,0.00206,4,0.278,-12.041,0.0372,108.178,4,0.942,0
Big Casino,Jimmy Eat World,2007,3.68,44,0.491,9.76e-05,0.978,0.0,2,0.373,-3.654,0.0493,136.007,4,0.524,0
The Only Exception,Paramore,2009,4.46,70,0.452,0.144,0.563,0.0,4,0.143,-6.607,0.0272,137.715,3,0.209,1
Ain't No Cure For Love - Digitally Remastered,Jennifer Warnes,1987,3.36,30,0.798,0.437,0.494,2.42e-06,10,0.099,-9.305,0.0273,104.97,4,0.7,0
Gimme Back My Bullets,Lynyrd Skynyrd,1976,3.5,52,0.428,0.313,0.682,1.34e-05,1,0.116,-10.862,0.0441,168.58,4,0.961,0
Somebody's Baby,Jackson Browne,1997,4.38,61,0.741,0.146,0.742,1.64e-05,2,0.106,-7.822,0.0269,116.951,4,0.889,1
Houdini,Foster The People,2011,3.37,68,0.632,0.00762,0.908,0.000172,8,0.167,-3.511,0.0458,110.024,4,0.764,1
All Along the Watchtower,Bob Dylan,1967,2.52,56,0.581,0.475,0.41,2.04e-05,1,0.0746,-12.617,0.0303,129.175,4,0.697,1
Rock Me Amadeus - The Gold Mix,Falco,1985,3.37,62,0.61,0.296,0.817,0.00336,4,0.0884,-9.45,0.133,176.737,4,0.889,1
Southtown,P.O.D.,1999,4.12,55,0.301,0.00272,0.853,0.659,5,0.331,-7.296,0.0768,79.249,4,0.285,1
Blues Power,Eric Clapton,1970,3.15,27,0.547,0.522,0.576,0.00647,0,0.119,-11.511,0.0408,145.207,4,0.846,0
Again,Flyleaf,2009,3.08,54,0.42,0.00018,0.974,0.0,5,0.355,-3.737,0.1,156.046,3,0.459,1
Absolutely (Story of a Girl) - Radio Mix,Nine Days,2000,3.16,67,0.481,0.000891,0.94,0.0,7,0.0939,-5.204,0.066,96.493,4,0.66,1
James Dean - 2013 Remaster,Eagles,1974,3.64,46,0.481,0.00602,0.894,0.0149,9,0.191,-7.213,0.0415,140.9,4,0.562,0
Praise,Sevendust,2001,3.65,33,0.567,0.000243,0.917,2.59e-06,6,0.0313,-3.716,0.105,131.897,4,0.453,0
Alabama - 2009 Remaster,Neil Young,1972,4.04,49,0.429,0.566,0.472,0.00402,7,0.152,-13.08,0.0347,147.501,4,0.378,0
Keep on Truckin',Hot Tuna,1972,3.68,23,0.355,0.167,0.59,9.29e-06,7,0.115,-14.599,0.044,169.001,4,0.877,0
The Zoo - 2015 Remaster,Scorpions,1980,5.51,43,0.42,0.0609,0.865,0.328,9,0.36,-4.159,0.135,102.934,4,0.225,0
Thank You,HELLYEAH,2007,4.53,34,0.571,0.00979,0.697,0.000135,10,0.0928,-2.523,0.0267,85.997,4,0.344,0
Ukiah,The Doobie Brothers,1973,3.03,38,0.416,0.254,0.485,6.22e-06,4,0.447,-14.313,0.0308,151.16,4,0.811,0
Fresh Air - Remastered,Quicksilver Messenger Service,2007,5.33,46,0.452,0.409,0.757,0.344,6,0.135,-5.41,0.0396,115.546,4,0.567,0
On The Roof Again,Eve 6,2000,3.1,35,0.603,0.000732,0.915,0.0,2,0.363,-4.866,0.0486,124.129,4,0.796,0
The First Cut Is the Deepest - Acoustic Version,Various Artists,2005,3.85,53,0.638,0.759,0.336,0.0,2,0.0728,-7.52,0.0248,78.86,4,0.567,1
Dear Mr. Fantasy,Big Sugar,2003,4.99,27,0.395,0.000128,0.939,0.362,2,0.0782,-5.387,0.0509,156.252,4,0.699,0
Torn,Creed,1997,6.4,51,0.417,0.00037,0.739,0.00919,0,0.0692,-7.02,0.029,146.289,4,0.126,0
Walkin' The Dog,Aerosmith,1973,3.21,38,0.648,0.05,0.79,0.284,9,0.183,-11.749,0.0728,125.058,4,0.763,0
All My Fault,Fenix TX,1999,2.82,46,0.508,0.00775,0.915,0.0,2,0.109,-3.317,0.0413,103.306,4,0.772,0
No Surprise - Edit,Theory of a Deadman,2005,3.66,38,0.473,0.000289,0.839,0.0,1,0.273,-4.52,0.0475,129.829,4,0.329,0
Control,Mutemath,2006,4.66,31,0.443,0.00138,0.981,5.08e-05,6,0.758,-3.563,0.0881,134.996,4,0.379,0
Lost And Running,Powderfinger,2007,3.7,15,0.538,8.05e-05,0.816,0.000461,5,0.606,-6.99,0.0329,120.027,4,0.638,0
You'll Accomp'ny Me,Bob Seger,1980,4.0,57,0.589,0.0785,0.751,2.38e-06,9,0.0878,-5.663,0.0403,108.849,4,0.637,1
Superconductor - 2004 Remaster,Rush,1989,4.79,38,0.504,0.0208,0.864,0.0061,5,0.365,-10.257,0.0354,159.625,4,0.783,0
Riot,Three Days Grace,2006,3.46,62,0.185,0.0104,0.948,0.0,8,0.105,-3.892,0.147,196.578,3,0.316,1
Wildflower,Various Artists,2010,4.17,38,0.458,0.467,0.334,0.00474,5,0.126,-13.431,0.0299,126.389,4,0.461,0
Cry Baby Cry - Remastered 2009,The Beatles,1968,3.03,49,0.517,0.115,0.529,0.00396,9,0.174,-11.851,0.0323,76.644,4,0.362,0
I Am Mine,Pearl Jam,2002,3.59,59,0.323,0.00394,0.728,0.000447,7,0.102,-5.416,0.0321,161.586,3,0.489,1
Tv Dinners (Originally Performed by ZZ Top) [Vocal Version],Singer's Edge Karaoke,2014,3.82,0,0.816,0.0234,0.607,0.0933,2,0.167,-6.52,0.04,99.947,4,0.458,0
Before You Accuse Me,Eric Clapton,1989,3.95,48,0.692,0.132,0.836,0.00105,4,0.425,-6.643,0.034,106.604,4,0.674,0
Long Time Running,The Tragically Hip,1991,4.38,51,0.416,0.852,0.165,0.00329,9,0.0933,-16.27,0.0427,157.898,3,0.205,0
Headlong Flight,Rush,2012,7.34,32,0.429,1.76e-05,0.962,0.261,4,0.0686,-5.178,0.0673,89.956,4,0.285,0
Baby Please Don't Go,The Amboy Dukes,1968,5.65,34,0.404,0.00733,0.612,0.19,0,0.641,-11.239,0.0449,93.851,4,0.663,0
Pieces Of Eight,Styx,1978,4.74,37,0.376,0.027,0.319,6.5e-05,9,0.223,-14.182,0.0297,135.818,4,0.356,0
Everything Falls Apart,Dog's Eye View,1995,3.9,49,0.573,0.0465,0.818,0.0,4,0.111,-5.157,0.0471,128.987,4,0.789,0
Take Me To The Pilot,Elton John,1970,3.78,53,0.403,0.393,0.525,0.0,5,0.214,-9.287,0.0941,82.859,4,0.58,1
Driven To Tears,The Police,1980,3.34,50,0.615,0.009,0.523,0.103,2,0.26,-9.232,0.0818,158.511,4,0.603,0
Standing in the Sun,Slash,2012,4.06,33,0.471,4.14e-05,0.904,4.82e-05,6,0.131,-5.107,0.0464,112.096,4,0.466,0
Come On - Stereo Version,Chuck Berry,1962,1.78,34,0.652,0.521,0.778,0.0,2,0.0999,-7.896,0.0419,151.658,4,0.97,0
Weak And Powerless,A Perfect Circle,2003,3.25,59,0.483,0.000172,0.841,0.861,1,0.108,-7.494,0.0523,159.747,3,0.13,1
Shadowplay,The Killers,2007,4.12,55,0.643,0.000781,0.805,0.578,2,0.393,-7.238,0.0476,145.029,4,0.352,1
Love Like Winter,AFI,2006,2.76,49,0.592,0.000259,0.914,0.000139,10,0.0452,-4.753,0.0468,120.032,4,0.524,0
Gallows Pole - Remaster,Led Zeppelin,1970,4.97,54,0.399,0.125,0.845,0.00109,2,0.334,-8.736,0.0369,105.911,4,0.359,1
You Don't Know How It Feels,Tom Petty,1994,4.82,66,0.765,0.119,0.502,0.0011,9,0.171,-7.393,0.0321,144.204,4,0.836,1
Wondrous Place,Billy Fury,1983,2.48,44,0.898,0.607,0.209,0.0,7,0.0945,-14.703,0.171,111.354,4,0.497,0
Love In Vain,The Rolling Stones,1969,4.32,44,0.371,0.278,0.482,0.00468,10,0.116,-11.795,0.0355,184.36,3,0.295,0
It's A Hard Life - Remastered 2011,Queen,1984,4.12,61,0.42,0.422,0.599,0.0,3,0.159,-6.188,0.0291,82.336,4,0.299,1
Jet City Woman - Remastered 2003,Queensrÿche,1990,5.36,55,0.499,0.0468,0.934,3.13e-06,8,0.703,-3.661,0.0966,110.044,4,0.357,1
Love Bites (So Do I),Halestorm,2012,3.19,51,0.542,0.00127,0.963,0.00134,2,0.253,-1.994,0.141,124.992,4,0.374,0
Walk On - 2016 Remaster,Neil Young,1974,2.7,47,0.415,0.657,0.463,1.57e-06,9,0.159,-9.339,0.0355,171.608,4,0.665,0
Honey Hush - Johnny Burnette And The Rock And Roll Trio,Johnny Burnette & The Rock 'N' Roll Trio,2016,2.03,36,0.724,0.89,0.537,0.00115,9,0.113,-13.789,0.0466,93.053,4,0.886,0
Drop Dead Legs - 2015 Remaster,Van Halen,1984,4.24,57,0.5,0.234,0.842,0.000127,2,0.194,-5.383,0.0434,89.108,4,0.719,1
Simple Song,The Shins,2012,4.26,62,0.546,0.0133,0.878,0.0,7,0.135,-5.137,0.0525,119.945,4,0.35,1
Epiphany,Staind,2001,4.27,44,0.559,0.0327,0.487,0.0814,6,0.129,-9.349,0.0266,149.961,4,0.145,0
One Day in Your Life,54-40,1987,4.25,40,0.656,0.164,0.55,0.0802,9,0.0833,-12.327,0.029,133.732,4,0.516,0
Sweating Bullets - Remastered 2004,Megadeth,1992,5.45,57,0.325,0.000319,0.856,0.00708,4,0.257,-6.547,0.188,69.955,3,0.652,1
Jambi,TOOL,2006,7.48,63,0.475,0.000145,0.831,0.854,9,0.346,-7.419,0.0505,110.42,3,0.521,1
Relay,The Who,2014,3.92,21,0.55,0.496,0.749,0.000169,2,0.0838,-11.346,0.0317,94.19,4,0.874,0
La Villa Strangiato,Rush,1978,9.58,51,0.366,0.000994,0.606,0.58,0,0.0762,-10.274,0.0371,143.183,4,0.137,0
Famous,Puddle Of Mudd,2007,3.27,52,0.406,6.13e-05,0.932,0.0,6,0.053,-3.386,0.0936,130.084,4,0.29,0
Kid Charlemagne,Steely Dan,1976,4.65,49,0.546,0.272,0.697,0.00558,0,0.649,-9.667,0.0631,96.752,4,0.755,0
Pretty Please,Verbena,1999,2.86,6,0.55,3.23e-06,0.929,0.332,10,0.27,-5.201,0.0378,132.558,4,0.743,0
A Fool for Your Stockings,ZZ Top,1994,4.27,41,0.822,0.0344,0.614,0.00761,7,0.101,-8.909,0.043,115.321,1,0.593,0
Greedy Fly,Bush,2014,4.49,36,0.451,0.0333,0.74,0.012,8,0.059,-7.81,0.0421,112.933,4,0.293,0
Blue and Yellow,The Used,2002,3.36,53,0.565,0.0297,0.867,0.0,2,0.147,-5.497,0.0333,115.006,4,0.259,1
Survival,Muse,2012,4.29,57,0.557,0.000692,0.826,0.188,10,0.0914,-4.545,0.0394,164.01,4,0.632,1
Dyers Eve (Remastered),Metallica,1988,5.22,46,0.404,1.92e-05,0.948,0.0405,6,0.0773,-7.252,0.0604,96.789,4,0.701,0
When Your Heart Stops Beating,44,2006,3.21,53,0.416,0.000367,0.967,0.0,9,0.0632,-2.289,0.109,171.032,4,0.431,1
29 Palms - 2006 Remaster,Robert Plant,1993,4.87,58,0.657,0.0882,0.658,0.000131,7,0.136,-8.187,0.0258,116.817,4,0.827,1
An Old Fashioned Love Song,Three Dog Night,1993,3.84,45,0.46,0.478,0.498,0.00884,10,0.0817,-12.718,0.0373,101.392,4,0.84,0
Undertow,Warpaint,2010,5.89,45,0.495,0.00412,0.491,0.39,6,0.103,-9.337,0.0248,104.224,4,0.371,0
Sucked Out,Superdrag,1996,2.78,42,0.403,0.0366,0.767,0.0,4,0.318,-6.743,0.0431,125.469,4,0.743,0
Halos of the Son,Fuel,2007,3.47,16,0.52,0.0023,0.954,0.000441,0,0.135,-2.986,0.0683,109.973,4,0.18,0
Whiskey Hangover,Godsmack,2010,3.79,46,0.558,0.000565,0.955,0.0,7,0.0975,-4.577,0.0517,130.805,4,0.478,0
Plastic Man - Mono Mix,The Kinks,1969,3.08,24,0.586,0.0526,0.878,0.0,2,0.295,-4.944,0.0337,95.8,4,0.922,0
Jim Dandy,Black Oak Arkansas,1973,2.69,42,0.312,0.0395,0.939,8.23e-06,0,0.123,-9.074,0.0654,175.2,4,0.709,0
Moonlight Drive,The Doors,1967,3.02,50,0.611,0.605,0.734,0.0,2,0.0892,-6.686,0.0334,113.266,4,0.82,0
Boys Keep Swinging - 2017 Remaster,David Bowie,1979,3.31,44,0.475,0.395,0.69,0.179,9,0.0841,-7.693,0.0394,122.628,4,0.908,0
Plans,Birds Of Tokyo,2010,3.65,44,0.61,0.0539,0.601,1.03e-05,10,0.327,-9.396,0.0269,102.99,3,0.273,0
Promised You A Miracle - Remastered 2002,Various Artists,2020,4.48,5,0.656,0.00211,0.871,0.0556,0,0.333,-5.236,0.0293,113.807,4,0.754,0
Welcome to the Fold,Filter,1999,7.67,51,0.503,2.37e-05,0.895,0.0354,7,0.319,-6.228,0.0436,93.953,4,0.211,0
Knock Down Walls,Tonic,1999,3.76,14,0.427,0.000939,0.94,1.59e-06,9,0.133,-4.837,0.0521,145.254,4,0.455,0
It's So Easy,Buddy Holly,1974,2.18,18,0.625,0.163,0.41,0.0,9,0.233,-14.03,0.0309,136.006,4,0.896,0
Monster,Skillet,2009,2.97,76,0.64,0.0431,0.957,0.0,8,0.0789,-2.336,0.0741,134.992,4,0.692,1
Mourning,Tantric,2001,4.35,38,0.439,0.191,0.898,0.0,1,0.0693,-5.912,0.0543,148.96,4,0.515,0
(Rock) Superstar,Cypress Hill,2000,4.61,61,0.797,0.0141,0.762,1.05e-05,10,0.064,-6.972,0.259,94.224,4,0.722,1
Give Me A Sign,Breaking Benjamin,2009,4.29,57,0.196,0.00034,0.85,1.03e-06,6,0.0799,-3.644,0.0531,156.725,4,0.4,1
Hurdy Gurdy Man,Donovan,1968,3.22,61,0.405,0.00379,0.463,0.0442,0,0.392,-16.167,0.0542,79.451,4,0.542,1
Slave - Remastered,The Rolling Stones,1981,6.55,43,0.564,0.115,0.862,0.308,9,0.0493,-6.398,0.0428,133.242,4,0.847,0
Who Said You're Free,Midnight Youth,2011,3.14,3,0.482,0.00138,0.943,0.0,1,0.0678,-3.174,0.0725,134.087,4,0.33,0
Pop Song 89 - Remastered,R.E.M.,1988,3.08,43,0.608,0.0023,0.679,0.00048,2,0.0591,-10.808,0.0314,128.024,4,0.961,0
"Playing in the Band - Live at Manhattan Center, New York, NY, April 6, 1971",Grateful Dead,1971,4.65,33,0.529,0.00419,0.646,0.617,2,0.181,-9.759,0.0295,120.182,5,0.68,0
Love Is Alive,Gary Wright,1975,3.84,51,0.77,0.0614,0.553,0.00106,10,0.103,-13.632,0.0268,98.346,4,0.904,0
Get Off This,Cracker,1993,4.43,43,0.517,0.000886,0.921,0.000686,0,0.0817,-8.11,0.0392,108.205,4,0.679,0
Don't Forget Me (When I'm Gone),Glass Tiger,1986,4.14,49,0.606,0.0655,0.694,0.000446,9,0.306,-8.801,0.0263,109.874,4,0.709,0
Hey Pretty,Poe,2004,3.76,35,0.537,0.0469,0.846,0.00114,11,0.146,-6.656,0.0361,104.899,4,0.526,0
...To Be Loved,Papa Roach,2006,3.04,56,0.478,0.00473,0.977,0.0,8,0.509,-3.162,0.0751,96.047,4,0.482,1
Love Ain't For Keeping,The Who,1971,2.18,42,0.554,0.0779,0.818,0.0106,2,0.341,-6.864,0.0362,142.339,4,0.512,0
Outlook For Thursday - Live,DD Smash,1983,4.66,22,0.577,0.0561,0.858,0.00231,4,0.959,-8.577,0.0345,133.992,4,0.895,0
Undead,Hollywood Undead,2008,4.42,65,0.512,0.0138,0.943,0.0,2,0.261,-5.185,0.106,163.128,4,0.485,1
Heaven Is a Halfpipe (If I Die),OPM,2000,4.29,57,0.743,0.0755,0.894,0.00283,8,0.367,-6.886,0.0349,95.9,4,0.77,1
The Ghost Song,The Doors,1978,5.27,52,0.746,0.375,0.473,0.00562,2,0.0629,-14.567,0.142,110.527,4,0.247,0
Lost!,Coldplay,2008,3.94,52,0.359,0.0057,0.779,0.837,7,0.379,-7.52,0.0412,86.951,4,0.582,0
Farm on the Freeway - 2005 Remaster,Jethro Tull,1987,6.52,31,0.623,0.0604,0.519,0.001,7,0.0961,-10.457,0.036,83.094,4,0.269,0
The Untouchable One,Tom Cochrane,1986,4.53,37,0.546,0.0664,0.851,0.00852,10,0.26,-11.406,0.0417,125.848,4,0.679,0
Why Can't I Be You?,The Cure,1987,3.24,45,0.629,0.461,0.949,8.56e-06,0,0.0522,-4.664,0.048,107.798,4,0.719,0
I've Got a Rock 'N' Roll Heart,Eric Clapton,1983,3.22,47,0.725,0.312,0.73,0.0,9,0.161,-6.514,0.0299,100.021,4,0.805,0
